time,latitude,longitude,depth,mag,magType,magSource
2023-11-06T06:29:03.940Z,38.7861671,-122.7726669,1.32,0.76,md,nc
2023-11-06T06:28:45.670Z,33.4876667,-116.4091667,4.1,0.38,ml,ci
2023-11-06T06:26:15.720Z,33.9615,-117.1531667,17.57,0.3,ml,ci
2023-11-06T06:11:27.505Z,58.8021,-153.5763,4.1,1.7,ml,ak
2023-11-06T06:08:43.979Z,35.53866667,-96.74133333,6.6,1.06,ml,ok
2023-11-06T06:07:20.149Z,35.534,-96.7455,7,0.75,ml,ok
2023-11-06T06:00:05.110Z,38.7915001,-122.76017,1.05,1.09,md,nc
2023-11-06T05:51:40.374Z,58.8261,-153.7147,11.2,2,ml,ak
2023-11-06T05:44:39.319Z,-34.0768,57.9033,10,5.1,mb,us
2023-11-06T05:42:51.374Z,38.9932,75.1394,10,4.7,mb,us
2023-11-06T05:38:45.291Z,-6.1869,130.2515,154.849,4.5,mb,us
2023-11-06T05:20:19.930Z,33.1393333,-116.548,15.68,0.82,ml,ci
2023-11-06T05:18:37.614Z,-4.0689,-76.7389,10,4.3,mb,us
2023-11-06T05:14:56.900Z,19.18933296,-155.4815063,31.86000061,1.87,md,hv
2023-11-06T04:57:32.012Z,63.5398,-147.7045,17.2,1.4,ml,ak
2023-11-06T04:55:56.530Z,17.98016667,-66.82216667,15.59,3.01,md,pr
2023-11-06T04:54:45.734Z,31.674,-104.445,4.7352,1.6,ml(texnet),tx
2023-11-06T04:49:47.070Z,38.8151665,-122.819664,2.55,0.76,md,nc
2023-11-06T04:48:53.686Z,63.539,-147.7085,17.4,1.4,ml,ak
2023-11-06T04:47:06.740Z,38.8154984,-122.8198318,2.49,0.79,md,nc
2023-11-06T04:36:31.932Z,63.5495,-147.6914,16.1,2.2,ml,ak
2023-11-06T04:29:27.642Z,-24.0649,-179.6961,465.414,4.4,mb,us
2023-11-06T03:59:27.510Z,38.8436661,-122.8793335,2.38,0.67,md,nc
2023-11-06T03:53:29.939Z,63.8104,-148.7588,106.5,1.6,ml,ak
2023-11-06T03:47:09.020Z,38.8351669,-122.8166656,1.96,0.87,md,nc
2023-11-06T03:39:01.970Z,38.8251648,-122.8056641,2.74,0.79,md,nc
2023-11-06T03:31:52.498Z,36.6932,-116.3359,5.6,-0.2,ml,nn
2023-11-06T03:26:00.099Z,63.455,-149.359,66,1.5,ml,ak
2023-11-06T03:24:03.980Z,57.9176,-155.7912,9,2,ml,ak
2023-11-06T03:21:29.610Z,37.4938316,-121.8731689,3.41,1.64,md,nc
2023-11-06T03:20:54.023Z,64.925,-149.1121,16.2,1.3,ml,ak
2023-11-06T02:47:53.250Z,38.9861679,-123.2193298,6.08,1.67,md,nc
2023-11-06T02:37:46.930Z,33.0103333,-116.4276667,6.08,0.45,ml,ci
2023-11-06T02:36:45.882Z,61.9852,-148.3956,28.7,1.8,ml,ak
2023-11-06T02:28:17.990Z,38.0771667,-118.7378333,3.65,1.65,md,nc
2023-11-06T02:24:18.290Z,18.1611,-68.0998,86,3.79,md,pr
2023-11-06T02:10:19.610Z,44.73066667,-113.9598333,15.21,2.33,ml,mb
2023-11-06T02:01:55.050Z,33.2996667,-115.6821667,3.38,1.93,ml,ci
2023-11-06T01:58:37.324Z,61.3495,-147.6512,18.3,1.8,ml,ak
2023-11-06T01:55:37.100Z,33.2958333,-115.6783333,4.43,1.56,ml,ci
2023-11-06T01:52:30.030Z,35.43683333,-98.28133333,6.32,1.07,ml,ok
2023-11-06T01:51:35.440Z,38.7935,-122.7588333,4.42,0.5,md,nc
2023-11-06T01:51:05.370Z,40.1288333,-121.1141667,0.87,3.35,ml,nc
2023-11-06T01:41:52.270Z,38.8253326,-122.850502,1.75,0.54,md,nc
2023-11-06T01:40:06.120Z,37.9391667,-118.5776667,8,1.17,md,nc
2023-11-06T01:35:42.034Z,58.8575,-153.758,15.9,2.3,ml,ak
2023-11-06T01:34:01.220Z,46.54083333,-122.4868333,20.41,0.9,ml,uw
2023-11-06T01:17:48.771Z,58.7813,-153.6851,14.3,1.1,ml,ak
2023-11-06T01:11:58.882Z,58.7372,-153.405,16.6,1.9,ml,ak
2023-11-06T01:11:01.780Z,35.9381667,-120.4875,9.61,2.76,md,nc
2023-11-06T00:56:17.880Z,38.7953339,-122.8105011,3.17,1.06,md,nc
2023-11-06T00:49:48.270Z,37.1485,-121.542,2.24,0.57,md,nc
2023-11-06T00:49:36.840Z,33.4786667,-116.5556667,10.81,0.92,ml,ci
2023-11-06T00:25:40.720Z,38.8255005,-122.8538361,2.34,0.77,md,nc
2023-11-06T00:19:50.880Z,38.8371658,-122.8258362,1.84,1.7,md,nc
2023-11-06T00:14:33.750Z,40.1646,-119.7971,4.5,0.8,ml,nn
2023-11-05T23:51:17.287Z,54.414,-161.7034,14,1.8,ml,ak
2023-11-05T23:51:00.986Z,38.5456,-119.5012,7.5,1.4,ml,nn
2023-11-05T23:40:58.190Z,17.8718,-65.5571,22,3.7,md,pr
2023-11-05T23:37:50.042Z,60.0136,-152.9914,103.2,1.8,ml,ak
2023-11-05T23:36:41.819Z,31.698,-104.174,4.4104,1.6,ml(texnet),tx
2023-11-05T23:34:37.450Z,33.5195,-116.759,10.35,0.33,ml,ci
2023-11-05T23:32:20.940Z,34.0383333,-117.1445,6.21,0.65,ml,ci
2023-11-05T23:22:14.281Z,36.8345,-115.94,10.8,0.3,ml,nn
2023-11-05T23:13:37.470Z,33.2738333,-116.7823333,11.51,1.13,ml,ci
2023-11-05T23:07:16.610Z,38.8260002,-122.7653351,1.95,0.78,md,nc
2023-11-05T23:07:01.506Z,31.559,-104.12,4.4798,1.6,ml(texnet),tx
2023-11-05T23:05:17.610Z,38.8293343,-122.8105011,1.53,1.08,md,nc
2023-11-05T22:57:46.213Z,40.366,63.1164,11.615,4.6,mb,us
2023-11-05T22:57:18.650Z,32.312,-101.828,7.0185,1.8,ml(texnet),tx
2023-11-05T22:53:45.441Z,61.9931,-150.2673,21,1.6,ml,ak
2023-11-05T22:50:24.830Z,38.8431664,-122.8156662,1.89,0.76,md,nc
2023-11-05T22:35:58.110Z,19.293,-155.3843333,2.18,2.12,ml,hv
2023-11-05T22:23:22.730Z,34.02,-117.1948333,14.2,0.87,ml,ci
2023-11-05T22:23:17.780Z,33.6786667,-116.7766667,11.31,0.38,ml,ci
2023-11-05T22:22:06.122Z,61.3526,-150.3191,39.3,2.6,ml,ak
2023-11-05T22:18:41.063Z,61.6707,-151.525,79.1,2,ml,ak
2023-11-05T22:15:54.800Z,37.1636658,-121.552002,3.91,1.4,md,nc
2023-11-05T21:55:27.990Z,39.2514992,-123.1263351,6.91,1.43,md,nc
2023-11-05T21:46:36.600Z,38.7876663,-122.7448349,0.94,1.59,md,nc
2023-11-05T21:46:32.200Z,38.7879982,-122.7444992,1.56,1.89,md,nc
2023-11-05T21:37:49.440Z,33.2731667,-116.782,12.27,0.9,ml,ci
2023-11-05T21:34:00.772Z,63.2998,-150.2063,28.1,1.7,ml,ak
2023-11-05T21:27:13.070Z,36.3725014,-120.9304962,12.74,1.65,md,nc
2023-11-05T21:15:01.684Z,63.1353,-151.3316,2.4,2.3,ml,ak
2023-11-05T21:13:57.850Z,38.8138351,-122.8280029,1.84,0.73,md,nc
2023-11-05T21:00:51.640Z,34.6473333,-116.293,3.01,1.72,ml,ci
2023-11-05T20:58:16.978Z,57.9388,-156.0843,9.7,1.4,ml,ak
2023-11-05T20:53:08.251Z,60.0487,-152.1191,75.8,1.9,ml,ak
2023-11-05T20:49:45.880Z,38.8311653,-122.8089981,2.51,0.71,md,nc
2023-11-05T20:42:34.069Z,12.6579,-90.4237,10,4.4,mb,us
2023-11-05T20:37:09.990Z,36.3720016,-120.9433365,10.78,1.4,md,nc
2023-11-05T20:36:36.560Z,35.036,-116.9758333,3.76,2.1,ml,ci
2023-11-05T20:28:42.476Z,31.581,-104.535,3.4645,1.6,ml(texnet),tx
2023-11-05T20:12:35.350Z,44.41466667,-122.5833333,9.04,1.1,ml,uw
2023-11-05T20:08:20.350Z,45.31166667,-121.6468333,6.18,1.26,ml,uw
2023-11-05T20:03:06.690Z,38.8373337,-122.8366699,1.69,1.1,md,nc
2023-11-05T19:56:53.260Z,33.9311667,-116.7563333,18.26,0.96,ml,ci
2023-11-05T19:45:33.837Z,37.0046,-116.217,5.8,0.7,ml,nn
2023-11-05T19:44:10.808Z,60.9864,-141.2028,16.1,1,ml,ak
2023-11-05T19:40:32.330Z,47.693,-120.1028333,4.57,0.41,ml,uw
2023-11-05T19:32:58.700Z,47.76583333,-114.211,1.82,0.67,ml,mb
2023-11-05T19:12:01.640Z,38.7923317,-122.7598343,0.78,0.82,md,nc
2023-11-05T19:01:55.949Z,61.0609,-148.3857,0,1.2,ml,ak
2023-11-05T19:00:27.880Z,38.8358345,-122.8191681,2.23,0.83,md,nc
2023-11-05T18:57:53.760Z,19.24349976,-155.4019928,31.34000015,1.98000002,md,hv
2023-11-05T18:56:08.066Z,14.1607,-91.1962,90.784,4.4,mb,us
2023-11-05T18:50:43.480Z,34.647,-116.2916667,4.26,1.49,ml,ci
2023-11-05T18:48:43.360Z,38.847168,-122.815834,1.72,0.65,md,nc
2023-11-05T18:44:58.029Z,62.4593,-149.3968,0,1.7,ml,ak
2023-11-05T18:39:56.111Z,42.8957,-106.7677,5,2.9,ml,us
2023-11-05T18:38:37.012Z,63.1363,-151.4743,0,1.7,ml,ak
2023-11-05T18:37:46.680Z,38.8343315,-122.8161697,1.62,0.4,md,nc
2023-11-05T18:30:06.950Z,36.037,-97.39766667,13.93,1.55,ml,ok
2023-11-05T18:21:35.831Z,63.0281,-149.8547,78.4,1.6,ml,ak
2023-11-05T18:18:01.700Z,38.8346672,-122.8150024,1.35,0.73,md,nc
2023-11-05T18:11:11.480Z,35.6428333,-117.5641667,6.97,0.09,ml,ci
2023-11-05T17:58:08.760Z,37.5048333,-121.6858333,5.55,1.12,md,nc
2023-11-05T17:53:16.990Z,34.3878333,-119.2138333,1.89,1.31,ml,ci
2023-11-05T17:47:56.400Z,35.678833,-121.2583313,10.12,1.61,md,nc
2023-11-05T17:46:50.886Z,51.6954,-172.416,35,3.2,ml,us
2023-11-05T17:45:33.410Z,38.8219986,-122.774498,1.09,0.78,md,nc
2023-11-05T17:43:27.680Z,34.1998333,-117.4746667,4.58,0.79,ml,ci
2023-11-05T17:39:09.250Z,33.4928333,-116.4176667,4.26,0.91,ml,ci
2023-11-05T17:34:12.760Z,38.7876663,-122.7580032,3.24,1.11,md,nc
2023-11-05T17:33:01.820Z,33.3471667,-116.3576667,10.73,1.67,ml,ci
2023-11-05T17:28:54.480Z,35.7295,-118.062,0.26,0.69,ml,ci
2023-11-05T17:20:26.520Z,46.76083333,-121.9198333,3.23,0.93,ml,uw
2023-11-05T17:15:11.010Z,17.94333333,-67.09316667,13.46,2.59,md,pr
2023-11-05T17:10:08.366Z,37.8236,141.8594,54.529,4.7,mwr,us
2023-11-05T17:08:29.750Z,46.762,-121.9175,3.07,1.68,ml,uw
2023-11-05T17:03:38.528Z,-11.9586,166.6294,215.962,4.5,mb,us
2023-11-05T16:08:11.787Z,61.5098,-150.1872,33.4,1.8,ml,ak
2023-11-05T15:52:14.410Z,35.7305,-118.0645,-0.32,0.65,ml,ci
2023-11-05T15:48:20.994Z,31.674,-104.422,5.9259,2.9,ml(texnet),tx
2023-11-05T15:48:11.173Z,-20.2143,-70.1323,49.692,3.3,ml,us
2023-11-05T15:40:42.830Z,32.8568333,-115.7446667,10.49,1.44,ml,ci
2023-11-05T15:40:03.089Z,31.206,-103.761,4.4348,1.8,ml(texnet),tx
2023-11-05T15:37:26.500Z,38.779335,-122.7653351,0.84,0.3,md,nc
2023-11-05T15:29:17.879Z,-20.4476,169.3836,31.636,5.7,mww,us
2023-11-05T15:16:40.010Z,38.8321648,-122.8006668,2.69,0.7,md,nc
2023-11-05T14:52:26.490Z,36.283,-89.51383333,7.5,1.7,md,nm
2023-11-05T14:47:29.554Z,65.0782,-147.0377,4.1,0.9,ml,ak
2023-11-05T14:45:17.289Z,42.7487,142.5765,120.532,4.4,mb,us
2023-11-05T14:41:02.711Z,61.6298,-149.679,29.9,1.7,ml,ak
2023-11-05T14:29:08.210Z,34.0063333,-117.0083333,14.51,0.6,ml,ci
2023-11-05T14:17:23.998Z,59.7964,-153.5995,130.5,2.2,ml,ak
2023-11-05T14:09:13.878Z,63.3085,-151.9582,11.2,1,ml,ak
2023-11-05T14:05:15.484Z,60.3319,-143.0909,10,1.6,ml,ak
2023-11-05T14:04:34.620Z,33.4803333,-115.8096667,8.18,1.19,ml,ci
2023-11-05T13:56:17.460Z,34.4016667,-119.0866667,14.4,0.77,ml,ci
2023-11-05T13:55:32.929Z,34.53,-97.49316667,5.05,1.58,ml,ok
2023-11-05T13:51:47.240Z,33.2976667,-115.6755,7.46,1.72,ml,ci
2023-11-05T13:50:48.176Z,41.0879,19.9343,36.436,4.3,mb,us
2023-11-05T13:48:51.698Z,-24.3153,-67.2876,211.725,4.6,mb,us
2023-11-05T13:45:50.800Z,38.8318329,-122.8166656,1.45,0.74,md,nc
2023-11-05T13:44:10.770Z,36.8045006,-121.3246689,8.04,1.16,md,nc
2023-11-05T13:32:25.678Z,31.67,-104.409,6.1573,2,ml(texnet),tx
2023-11-05T13:30:52.852Z,31.683,-104.404,6.6457,1.6,ml(texnet),tx
2023-11-05T13:27:28.428Z,51.5184,178.3647,80.999,5.1,mb,us
2023-11-05T13:18:16.162Z,37.3966,-117.0969,5.8,1.9,ml,nn
2023-11-05T13:00:07.570Z,38.8318329,-122.815834,1.47,1.05,md,nc
2023-11-05T12:50:58.948Z,60.3635,-152.0449,84.2,1.4,ml,ak
2023-11-05T12:48:57.042Z,60.048,-140.013,9.5,1.5,ml,ak
2023-11-05T12:42:17.015Z,60.4585,-143.0399,15.8,1.2,ml,ak
2023-11-05T12:33:46.900Z,34.2855,-116.9481667,3.66,0.89,ml,ci
2023-11-05T12:30:33.346Z,-33.4523,-68.687,51.664,4.6,mb,us
2023-11-05T12:26:48.810Z,33.493,-116.485,13.67,1.11,ml,ci
2023-11-05T12:18:32.420Z,33.4931667,-116.484,12.76,1.12,ml,ci
2023-11-05T12:18:12.640Z,33.49,-116.486,12.5,1.12,ml,ci
2023-11-05T12:16:52.060Z,35.5968333,-117.8765,8.58,0.78,ml,ci
2023-11-05T12:00:49.690Z,32.8621667,-117.61,16.86,1.36,ml,ci
2023-11-05T12:00:37.140Z,38.8033333,-122.7385025,2.18,1.12,md,nc
2023-11-05T11:56:49.934Z,36.6954,-116.325,10,0,ml,nn
2023-11-05T11:53:06.380Z,34.0075,-117.1276667,12.37,0.26,ml,ci
2023-11-05T11:46:11.360Z,36.1111667,-117.5826667,2.5,1.21,ml,ci
2023-11-05T11:43:07.120Z,51.4292,-176.1603,38.67,4.1,mb,us
2023-11-05T11:34:31.617Z,57.6686,-156.1831,2.3,2.4,ml,ak
2023-11-05T11:21:46.450Z,38.8416672,-122.8164978,1.25,1.17,md,nc
2023-11-05T11:11:12.200Z,33.2716667,-116.7831667,11.73,1.17,ml,ci
2023-11-05T11:08:22.466Z,31.748,-104.178,6.4015,1.9,ml(texnet),tx
2023-11-05T10:59:58.426Z,58.026,-152.6142,36,2.1,ml,ak
2023-11-05T10:58:20.860Z,63.1755,-149.3543,65.5,1.2,ml,ak
2023-11-05T10:52:30.170Z,38.8016663,-122.7805023,1.43,1.08,md,nc
2023-11-05T10:27:44.390Z,36.745,-121.3888333,10.91,0.74,md,nc
2023-11-05T10:26:33.240Z,37.8748322,-122.2513351,8.85,1.02,md,nc
2023-11-05T10:01:31.180Z,34.415,-119.167,4.68,2.86,ml,ci
2023-11-05T09:53:42.980Z,34.0118333,-116.3878333,10.4,0.82,ml,ci
2023-11-05T09:49:42.617Z,61.0361,-152.3726,123.2,1.8,ml,ak
2023-11-05T09:42:29.900Z,32.7706667,-115.4326667,14.03,0.78,ml,ci
2023-11-05T09:24:05.820Z,19.19000053,-155.4818268,31.04999924,2.01999998,md,hv
2023-11-05T09:07:46.350Z,19.29016685,-155.3818359,1.100000024,1.75,md,hv
2023-11-05T09:03:33.345Z,33.1688,45.9473,15.157,4.1,mb,us
2023-11-05T09:02:56.650Z,33.9851667,-118.3423333,10.27,1.31,ml,ci
2023-11-05T09:02:55.800Z,38.8221664,-122.7845001,1.79,0.78,md,nc
2023-11-05T08:56:49.672Z,31.678,-104.491,7.914,1.6,ml(texnet),tx
2023-11-05T08:54:45.530Z,31.603,-104.528,3.8771,1.7,mlv,tx
2023-11-05T08:52:06.077Z,59.9714,-140.1972,4.6,1.5,ml,ak
2023-11-05T08:49:51.070Z,33.9873333,-117.1835,16.45,0.62,ml,ci
2023-11-05T08:44:27.910Z,33.0233333,-116.4828333,12.82,1.29,ml,ci
2023-11-05T08:41:15.550Z,38.824501,-122.8071671,2.66,1.06,md,nc
2023-11-05T08:35:48.142Z,63.4746,-149.5804,97.9,1.6,ml,ak
2023-11-05T08:28:02.729Z,31.684,-104.353,4.0485,1.6,ml(texnet),tx
2023-11-05T08:26:29.690Z,38.9495,-123.159,5.69,1.44,md,nc
2023-11-05T08:24:44.790Z,40.5256667,-112.1728333,4.63,0.8,md,uu
2023-11-05T08:20:12.461Z,60.7583,-150.8834,49.3,1.8,ml,ak
2023-11-05T08:12:04.630Z,36.769,-121.2955,8.84,0.59,md,nc
2023-11-05T08:11:07.919Z,60.4915,-143.06,18.8,0.8,ml,ak
2023-11-05T08:06:06.530Z,39.5316667,-111.0793333,3.08,1.48,md,uu
2023-11-05T07:59:41.110Z,34.1223333,-117.4725,9.29,0.61,ml,ci
2023-11-05T07:50:05.510Z,39.8358333,-120.7926667,-0.97,2.23,md,nc
2023-11-05T07:49:12.060Z,33.2601667,-116.2803333,10.15,0.7,ml,ci
2023-11-05T07:48:04.550Z,17.8885,-66.9275,13.84,2.98,md,pr
2023-11-05T07:32:44.300Z,17.985,-65.39933333,7.27,3.27,md,pr
2023-11-05T07:29:20.680Z,32.799,-115.4468333,15.22,1.19,ml,ci
2023-11-05T07:27:17.360Z,17.98733333,-66.4265,10.83,2.48,md,pr
2023-11-05T07:23:20.401Z,36.7829,68.3815,64.575,4.3,mb,us
2023-11-05T07:22:33.015Z,31.667,-104.311,6.6971,1.9,ml(texnet),tx
2023-11-05T07:13:34.385Z,31.651,-104.299,4.9952,1.5,ml(texnet),tx
2023-11-05T06:56:09.660Z,17.97966667,-65.38433333,10.1,3.07,md,pr
2023-11-05T06:55:45.370Z,36.74,-116.2934,8.7,-0.2,ml,nn
2023-11-05T06:54:39.645Z,36.7386,-116.2925,8.1,-0.4,ml,nn
2023-11-05T06:45:34.799Z,62.0329,-149.4547,56.4,0.9,ml,ak
2023-11-05T06:38:26.280Z,38.7878342,-122.7423325,2.02,0.3,md,nc
2023-11-05T06:35:30.295Z,63.0771,-150.7943,119.6,1.9,ml,ak
2023-11-05T06:31:32.690Z,34.1133333,-116.9195,9.57,0.64,ml,ci
2023-11-05T06:27:56.280Z,38.8361664,-122.802002,2.76,0.44,md,nc
2023-11-05T06:26:34.750Z,38.7828331,-122.7573318,1.52,1.11,md,nc
2023-11-05T06:20:14.330Z,31.668,-104.497,5.9773,2.7,ml(texnet),tx
2023-11-05T06:19:39.894Z,31.75,-104.178,6.5429,1.2,ml(texnet),tx
2023-11-05T06:17:55.050Z,38.7901649,-122.7460022,1.7,2.02,md,nc
2023-11-05T06:15:16.660Z,34.0655,-117.2646667,15.85,0.76,ml,ci
2023-11-05T06:13:25.330Z,38.831501,-122.8198318,1.93,0.77,md,nc
2023-11-05T06:05:43.480Z,33.4846667,-116.7586667,6.76,1.12,ml,ci
2023-11-05T05:56:04.300Z,34.1328333,-117.4398333,6.59,0.49,ml,ci
2023-11-05T05:50:17.974Z,-22.9901,172.4326,10,4.5,mb,us
2023-11-05T05:49:42.140Z,38.8305016,-122.8180008,1.77,1.04,md,nc
2023-11-05T05:47:12.490Z,46.19583333,-122.1871667,4.27,0.24,ml,uw
2023-11-05T05:43:57.004Z,62.6221,-151.1623,87.6,1.2,ml,ak
2023-11-05T05:42:28.590Z,32.8626667,-115.7426667,9.47,1.18,ml,ci
2023-11-05T05:40:17.930Z,18.761,-67.41983333,20.89,3.08,md,pr
2023-11-05T05:36:48.650Z,18.75516667,-67.41416667,17.73,3.05,md,pr
2023-11-05T05:34:48.350Z,60.5777,-151.2057,26.1,1.8,ml,ak
2023-11-05T05:31:32.190Z,32.8525,-115.7483333,6.93,1.23,ml,ci
2023-11-05T05:25:35.930Z,37.5621667,-118.8318333,3.96,-0.02,md,nc
2023-11-05T05:25:11.280Z,37.6396667,-119.07,-0.21,0.16,md,nc
2023-11-05T05:24:29.350Z,36.4393333,-120.3236667,6.03,1.54,md,nc
2023-11-05T05:16:42.756Z,39.884,143.1796,36.777,4.6,mb,us
2023-11-05T05:14:26.920Z,32.8633333,-115.7538333,9.69,2.65,ml,ci
2023-11-05T05:12:57.650Z,32.8643333,-115.7388333,13.16,3.87,ml,ci
2023-11-05T05:02:12.958Z,61.6327,-149.6487,29.8,1.5,ml,ak
2023-11-05T04:58:56.440Z,62.967,-148.3758,44.6,1.8,ml,ak
2023-11-05T04:57:56.490Z,18.02816667,-66.774,11.78,2.06,md,pr
2023-11-05T04:54:46.172Z,31.578,-104.529,4.0185,1.6,ml(texnet),tx
2023-11-05T04:46:47.210Z,39.2486667,-122.7183333,7.4,1.73,md,nc
2023-11-05T04:40:23.290Z,37.7628326,-122.0136642,7.38,1.5,md,nc
2023-11-05T04:40:11.380Z,36.6681671,-121.3216629,0.98,1.76,md,nc
2023-11-05T04:35:12.436Z,59.0895,-152.2157,67.3,2,ml,ak
2023-11-05T04:21:58.930Z,33.5283333,-116.5033333,13.56,0.41,ml,ci
2023-11-05T03:54:32.550Z,58.1675,-155.3223333,2.02,0.19,ml,av
2023-11-05T03:51:21.550Z,38.9508333,-123.1566667,5.72,1.23,md,nc
2023-11-05T03:43:03.269Z,31.653,-104.333,5.0004,1.6,ml(texnet),tx
2023-11-05T03:40:58.200Z,33.4953333,-116.4858333,14.73,0.59,ml,ci
2023-11-05T03:40:29.510Z,35.9296667,-120.7986667,7.72,0.5,md,nc
2023-11-05T03:38:06.110Z,63.4812,-148.8759,13.2,0.8,ml,ak
2023-11-05T03:31:53.080Z,38.9526672,-123.1558304,5.12,2.25,md,nc
2023-11-05T03:28:44.460Z,44.62316667,-112.5881667,6.54,0.97,ml,mb
2023-11-05T03:17:09.800Z,60.01833333,-153.0566667,0.6,-0.84,ml,av
2023-11-05T03:11:24.030Z,17.93883333,-66.28583333,13.61,2.23,md,pr
2023-11-05T03:10:26.880Z,36.5178337,-121.1086655,10.44,2.28,md,nc
2023-11-05T03:05:06.770Z,39.8106651,-123.4954987,7.83,1.73,md,nc
2023-11-05T03:00:27.770Z,36.6959991,-121.3646698,1.22,2.04,md,nc
2023-11-05T02:56:19.873Z,62.7448,-149.243,56.5,1.4,ml,ak
2023-11-05T02:47:37.950Z,34.4693333,-118.0148333,8.46,1.37,ml,ci
2023-11-05T02:47:09.707Z,56.2876,-149.7726,10,2.9,ml,us
2023-11-05T02:41:06.010Z,35.5628333,-117.445,4.52,0.91,ml,ci
2023-11-05T02:40:31.901Z,61.3562,-149.8923,32.8,1.6,ml,ak
2023-11-05T02:39:15.295Z,62.4616,-149.4646,28.6,1.3,ml,ak
2023-11-05T02:26:18.200Z,38.7803345,-122.7565002,0.75,1.26,md,nc
2023-11-05T02:24:41.880Z,37.2998333,-122.0786667,5.03,1.04,md,nc
2023-11-05T02:20:00.339Z,-5.2126,102.4769,10,4.9,mb,us
2023-11-05T02:10:51.050Z,37.3061676,-122.0763321,4.93,1.57,md,nc
2023-11-05T02:08:37.113Z,31.674,-104.496,6.0802,1.6,ml(texnet),tx
2023-11-05T01:59:19.942Z,-10.2689,161.4105,93.188,4.5,mb,us
2023-11-05T01:38:31.701Z,61.6664,-148.0413,20.8,1.3,ml,ak
2023-11-05T01:32:34.121Z,61.0652,-148.1065,10.3,1.3,ml,ak
2023-11-05T01:29:12.351Z,63.558,-147.827,10.1,2,ml,ak
2023-11-05T01:23:58.020Z,19.43700027,-155.5146637,28.93000031,1.83000004,md,hv
2023-11-05T01:22:19.030Z,38.8348351,-122.7881699,2.06,1.09,md,nc
2023-11-05T01:15:12.340Z,19.57566667,-155.2178333,-0.97,1.26,md,hv
2023-11-05T01:06:22.530Z,38.8294983,-122.8160019,2.02,0.75,md,nc
2023-11-05T01:03:16.410Z,34.0816667,-117.8335,14.16,0.85,ml,ci
2023-11-05T00:49:51.985Z,32.309,-101.827,6.9941,4.1,ml(texnet),tx
2023-11-05T00:48:12.743Z,32.313,-101.831,6.4071,2.8,ml(texnet),tx
2023-11-05T00:42:21.380Z,36.1765,-117.8058333,8.37,1.65,ml,ci
2023-11-05T00:41:04.306Z,31.063,-103.236,-0.861,1.6,ml(texnet),tx
2023-11-05T00:39:09.844Z,61.0168,-141.2222,7.9,2.6,ml,ak
2023-11-05T00:26:11.850Z,19.43,-155.4001667,7.67,2.7,ml,hv
2023-11-05T00:14:10.410Z,37.482,-121.7296667,6.91,0.86,md,nc
2023-11-05T00:11:12.260Z,38.7804985,-122.7578354,1.01,0.98,md,nc
2023-11-05T00:06:45.433Z,60.5902,-150.9991,60.6,1.4,ml,ak
2023-11-05T00:01:27.480Z,36.42316667,-96.89016667,6.11,1.39,ml,ok
2023-11-04T23:57:19.410Z,32.314,-101.821,7.85,2.4,ml(texnet),tx
2023-11-04T23:45:31.920Z,58.16866667,-155.381,1.44,-0.06,ml,av
2023-11-04T23:39:55.917Z,32.312,-101.828,6.7251,4.1,ml(texnet),tx
2023-11-04T23:31:58.630Z,58.1665,-155.3843333,1.67,-0.18,ml,av
2023-11-04T23:27:19.870Z,59.36066667,-153.4513333,-1.2,0.51,ml,av
2023-11-04T23:21:40.010Z,38.836834,-122.809166,1.41,0.69,md,nc
2023-11-04T23:21:31.840Z,35.6621667,-117.5305,2.21,1.14,ml,ci
2023-11-04T22:49:04.830Z,33.8823333,-116.8551667,15.71,0.66,ml,ci
2023-11-04T22:47:11.023Z,31.677,-104.419,4.8473,1.8,ml(texnet),tx
2023-11-04T22:38:39.830Z,51.85816667,-177.9131667,7.57,1.1,ml,av
2023-11-04T22:33:44.583Z,31.603,-103.986,6.0023,1.5,ml(texnet),tx
2023-11-04T22:26:19.950Z,19.41699982,-155.4600067,6.460000038,1.91999996,md,hv
2023-11-04T22:25:48.696Z,61.8694,-150.1495,33.6,1.7,ml,ak
2023-11-04T22:23:02.410Z,18.00833333,-66.815,14.97,2.04,md,pr
2023-11-04T22:21:56.832Z,60.9563,-150.7336,30.5,1.3,ml,ak
2023-11-04T22:13:51.940Z,35.5541667,-117.4725,4.43,1.22,ml,ci
2023-11-04T22:00:02.870Z,32.6913333,-116.0003333,10.76,0.76,ml,ci
2023-11-04T21:52:44.380Z,51.95533333,178.3408333,9.39,1.27,ml,av
2023-11-04T21:51:49.820Z,46.20033333,-122.184,2.64,0.53,ml,uw
2023-11-04T21:51:40.096Z,60.7585,-150.6338,33.4,1.4,ml,ak
2023-11-04T21:50:54.672Z,61.6583,-150.9237,68.5,1.3,ml,ak
2023-11-04T21:50:20.160Z,46.747,-121.921,1.95,0.95,ml,uw
2023-11-04T21:49:22.360Z,46.2005,-122.1753333,1.99,0.25,ml,uw
2023-11-04T21:48:32.430Z,33.5431667,-116.708,4.03,0.39,ml,ci
2023-11-04T21:46:05.480Z,42.4336667,-111.5251667,8.39,1.96,ml,uu
2023-11-04T21:36:05.530Z,38.8294983,-122.8215027,3.13,0.58,md,nc
2023-11-04T21:34:29.950Z,57.03283333,-135.6501667,7.02,0.09,ml,av
